filename,name,quantity,weight,height,length,width
106887.jpg,set of 2 rocker whiskey glasses - - by ashcroft glassware. perfect whisky glass or scotch glasses.,2,3.9,4.3,7.7,4.3
100050.jpg,"funny guy mugs hangry travel tumbler, white, 16-ounce",2,0.6,4.2,7.9,4.3
118899.jpg,"green mountain coffee roasters gourmet single cup coffee house decaf krispy kreme 12 k-cups; tangdepot&#174; solid velvet throw pillow cover/euro sham/cushion sham, super luxury soft pillow cases, many color & size options - (24""x24"", chocolate)",2,0.67,2.75,8.8,5.7
107795.jpg,"pack of 1 wix filters - 49056 air filter panel,; mitsubishi wd-62526 replacement rear projection tv lamp 915p028010 110 watts; amitus exports ® 1 x tie dye elephant heart tree 76""x53"" approx. inches multi with black ground color cotton fabric multi-purpose handmade tapestry hippy indian mandala throws bohemian tapestries",4,0.85,3.37,10.5,8.0
108460.jpg,"the ultimate rip-off: a taxing tale; 2 pack  : tone's chicken bouillon cubes and tone's beef bouillon cubes variety pack, 32 oz each, 1 of each flavor. (bundle of 2), 227 cubes per container; lg optimus zone 3 (verizon lte prepaid)",5,1.48,1.44,8.56,5.8
04446.jpg,how to get everything you ever wanted: complete guide to using your psychic common sense; aquafaucet brushed nickel waterfall bathroom sink faucet lavatory mixer tap single handle lever; sunflower dm88 bluetooth smart watch heart rate monitor wristwatch waterproof smartwatch for android and ios smartphone wearable (silver),3,1.35,2.22,8.29,5.95
113386.jpg,"theraband flexbar resistance bar for improving grip strength, tennis elbow, golfers elbow, tendonitis, beginner level 2, light, red; easel document holders, adjustable, 10 x 2 x 14 inches, black; apple watch sport 42mm space gray aluminum case with black sport band (certified refurbished)",5,1.17,2.18,12.92,3.96
01644.jpg,propur water filter pitcher with 1 proone-g 2.0 mini filter element + removable fruit infuser,2,2.75,6.5,11.9,11.6
116184.jpg,"sassy dog wear 3/4"" x 18""-24"" bandana dog harness, medium, blue; 18 pack 3 boxes ( ets): walden farms salad dressing 1 oz packets (1 box- ranch; 1 box- italian; 1 box- honey dijon); llambrich 5/8"" jk-solid precision keyless drill chuck with integrated 3mt shank jk-16 mt3",3,1.78,2.37,8.27,5.3
06181.jpg,daron ups pullback package truck; finding dory let's speak whale dory,4,0.32,2.55,7.22,4.07
111641.jpg,"columbian co755 6x9-inch clasp brown kraft envelopes, 100 count; (pack of 12) nana's wheat free chocolate chip cookies, 3.5-ounce packages; xiaxia pets hermit crab playset confetti cottage; kirby universal style fits both f style & twist style 6 pk genuine part # 204811g",5,1.83,4.36,10.78,7.08
105252.jpg,no items,0,0.0,0.0,0.0,0.0
119271.jpg,embrace women's razor 1 razor handle and 2 razor blade refills,3,0.1,1.7,4.9,3.3
09274.jpg,"champion performance, ultramet, chocolate flavor, 76-grams, 20-count; set of 4 durable insulated baby lunch box and bottle - reusable pieces - bottle included for boys and girls",2,2.55,5.1,11.45,7.55
111354.jpg,"(pack of 12) rhode island novelty inflatable rock star electric guitar; stylus, ampen hybrid stylus (pink) for ipad air, ipad pro, ipad 2/3/4, ipad mini 2/4, iphone 6 plus/6, nexus 5x/6p, galaxy tab s2/e/a/8.0, galaxy s6 edge/s6/s5 (interchangeable hybrid tip feature); viva naturals organic jojoba oil, 4 oz - for radiant looking skin, 100% pure, cold pressed & hexane free",3,0.31,1.6,6.03,3.83
113369.jpg,"videosecu tv wall mount tilt low profile ultra slim television mount bracket for most 26""- 47"" led lcd plasma tv, some up to 55"" tv with vesa 200x100 to 400x400 1fe; totalpond 1 in. corrugated tubing; cubicfun c114h st. patricks cathedral puzzle",4,1.94,2.31,13.91,7.99
01351.jpg,"laptop ac adapter charger power cord supply for hp pavilion dv6t-1200 dv6t-1300 dv6t-2000 dv6t-2100 dv6z-2100 dv6z-2000 dv6z-3000 dv6z-3100; emerald sriracha cashews stand up resealable bag,, 5 ounce",3,0.47,1.37,7.6,4.93
116491.jpg,"spicy world bulk raw natural whole cashews, 5 pound",1,5.0,3.2,12.0,7.0
09761.jpg,"circle pad pro - nintendo 3ds ll accessory (3ds ll console not included) japan inport; iphone 6s plus/6 plus case, geekmart protective tpu the world famous painting printing (vincent van gogh) cover case 5.5 inch (c); young child adjustable bicycle cycling safety head protect helmet (red); anpro 330 yards rechargeable remote dog training collar with beep, vibration and shock for 15 to 100 lbs breed dog vibration/shock electronic electric bark collar",4,0.41,2.52,8.38,5.51
119764.jpg,"federal securities laws: selected statutes, rules and forms 2015-2016; pack of 1 wix filters - 42181 air filter panel,",3,0.88,1.39,9.52,6.63
102082.jpg,babyliss pro - porcelain plate ceramic flat iron - 1 inch - model: babp9557; giro xar helmet small highlight yellow,2,1.38,5.45,13.75,7.6
105747.jpg,canon pgi-250xl black twin value pack; photive rain waterproof portable bluetooth shower speaker. rugged wireless outdoor/shower speaker with built in microphone - green,3,0.28,2.93,4.57,4.07
102578.jpg,"paw patrol yelp for help toddler blanket with sound, blue",2,0.7,3.6,13.0,12.4
100545.jpg,"shires performance fly sheet (white/navy, us 87""+xl)",1,6.65,3.0,13.0,12.0
114156.jpg,"sennheiser rs 160 rf wireless headphones; blanket: fullmetal alchemist brotherhood - state alchemist 3.oct.11 ge animation; motorola scout1100 remote wireless outdoor video children, backyard or pet monitor with 3.5-inch color lcd screen, infrared night vision and remote camera pan, tilt and zoom; ottomanson softy collection color solid (machine-washable/non-slip) kitchen/bathroom mat rug, 20"" x 59"", red",4,2.04,4.55,11.49,8.95
113693.jpg,"(pack of 6) method foaming hand wash, sea minerals, 10 ounce; silipint silicone pint glasses, squishy beer glasses, the original unbreakable silicone pint glass, patented unbreakable glassware for beer and wine and more, drinkware that is heat safe and freeze safe, ricochet red, 16-ounce",2,2.85,5.2,7.85,6.1
112981.jpg,"materials and processes in manufacturing; kleer-guard stretch wrap 5"" x 1,000 ft. with patented tension control handle. equivalent to 80 gauge film. ideal for moving and storage.; fantom drives 2tb 64mb cache gforce3 usb 3.0/esata aluminum external hard drive (gf3b2000eua); snugg ipad pro 9.7 case - leather cover with kick stand & lifetime guarantee (orange leather) for the apple ipad pro 9.7 "" inch (2016)",5,2.63,2.27,10.05,7.19
113739.jpg,partssquare oxygen o2 sensor 234-4071 upstream for ford expedition f-150 f-250 f super duty; car interior plastic coin case storage box holder container organizer [black],5,0.19,1.7,6.48,5.44
110816.jpg,"sundance fitness premium 65cm exercise fitness ball - top rated stability ball for fitness, yoga, pilates, weight loss, crossfit and core strength",1,2.1,4.5,10.3,8.7
09331.jpg,"professional grade heavy duty bbq grill cover by pro leisure outdoor (beige/hunter green, medium)",2,4.35,3.0,11.9,11.4
102128.jpg,"love your breed notebook, shih-tzu; 2-pack nylabone holiday dura chew dental dino, t-rex, red and green",2,0.62,0.95,10.8,7.85
10110.jpg,"babyliss pro bab2590 porcelain ceramic straightening iron with removable comb, 1.5 inch; msa safety works 10059484 expandable foam ear plugs in counter display, 100-pair",3,0.9,4.48,9.43,7.58
100115.jpg,"set of 2  nfl licensed universal-fit front bucket seat cover - green bay packers; f.e.s.s. churchwarden tobacco pipe 14"" (kl); magiküchen fine mesh strainer stainless steel strong grip handle, 8-inch",5,0.73,3.16,15.14,4.54
108525.jpg,no items,0,0.0,0.0,0.0,0.0
114506.jpg,"cytosport muscle milk, banana creme 4.94 pound; mainstays 20 piece children's hangers, white; elenco  chemistry lab; lansinoh smartpump double electric breast pump",5,3.5,5.3,11.94,9.2
04503.jpg,fridababy nasal aspirator with 20 extra hygiene filters; amazing nutrition vitex fruit 400 mg 250 capsules - women's health - supports hormonal balance; (3 pack) sulfate free color safe paraben free hydrating conditioner,4,0.74,2.5,5.73,3.48
112578.jpg,"pack of 24 dreambone chicken dog chew, mini,",3,0.85,2.3,8.6,5.0
00540.jpg,michael kenna: images of the seventh day; stanley 34-790 100-foot open reel fiberglass long tape rule,4,2.08,2.62,11.44,7.39
110545.jpg,"tools for teaching writing: strategies and interventions for diverse learners in grades 3-8; garden of life perfect food green, 600g powder",3,1.45,3.53,8.87,6.1
118175.jpg,"(pack of 24) sensible foods roasted edamame crunch dried snack, lunch box size, 0.75-ounce; 3 pack esk® certified nylon braided 8 pin lightning to usb cable (6 feet / 2 meters)",2,0.95,2.75,9.7,5.35
08170.jpg,"ausbeinmesser, fibrox rot; logitech m325c wireless optical mouse, blue facets",4,0.52,3.32,10.0,7.42
104156.jpg,"jolly jumper insect bug net stroller car seat; acco binder clips, large, 12 per box (72100); rite in the rain 3x5 notebook kit with multicam cover & tactical pen; fecpecu lossless sound 4gb bluetooth mp3 player hi-fi 50 hours playback music player expandable up to 64gb (blue)",5,0.39,1.8,5.6,4.06
103369.jpg,tp-link 8-port gigabit ethernet desktop switch (tl-sg108); daiso japan natural facial cleansing cream,2,0.61,2.8,5.81,3.79
106491.jpg,xkttsueercrr 54 led emergency vehicle strobe lights bars warning deck dash grille amber/white,3,1.95,3.4,7.6,6.3
11351.jpg,no items,0,0.0,0.0,0.0,0.0
05742.jpg,1-pack globaltoner 124a q6000a toner cartridge compatible for hp color laserjet 1600 2600n 2605dn printer series (black ),2,2.2,4.8,14.5,6.7
108876.jpg,"b&k precision 1670a triple output digital display dc power supply, 30v, 3a; corex functional fitness training sandbag, up to 30lbs, soft kettlebell; tumble in the jungle monkeys giant nursery/kids room wall sticker decals",4,3.29,3.6,13.32,10.35
120409.jpg,chris faildo: hurricane warning 2 dvd set (bodybuilding); shaolin chuan fa fighting vol. 1 with steve demasco; cheeese grater slicer by catchthewave 3 in 1 stainless steel with plastic box & cover ideal for - hard cheese vegetables potato fruits apple chocolate money back guarantee free gift included (white),3,0.11,5.56,13.7,9.84
114855.jpg,"tyc 3030212 ford driver side manual replacement mirror; lenco 15054-001 actuator, 2 1/4"" stroke, 101 std, 12v; anytime tools dial bore gauge 2""-6""/0.0005"" deep engine hole cylinder measurement gage",4,3.1,3.75,14.12,6.52
04850.jpg,the legal environment of business,1,3.5,1.3,10.0,7.9
112128.jpg,"ncaa auburn tigers athletic mesh dog jersey (team color, medium); visual echoes fx-1b ""better beamer"" flash extender; nhl pittsburgh penguins logo bracelet; moonlux portable removable wireless motion sensing 10 led closet light /cabinet light/wall light/step light /wardrobe with magnetic strip for cabinet bathroom basement stair hallway pantry etc",4,0.16,0.62,6.32,3.5
00110.jpg,"targus 45w usb type-c laptop ac wall charger (apa93us); iphone 6 plus & 6s plus : premium quality leather wallet style flip cover plus photo frame, built-in card slot, cash compartment with magnetic closure for iphone 6plus & 6s plus (blue); 6pack #1 adjustable child safety locks, childproof, safety strap latches locks,security lock, adhesive safety latches, cabinet locks, multi use latches for baby proof drawers, fridge, oven, dishwasher-",5,0.48,0.66,5.71,2.16
110115.jpg,"panasonic lumix g macro lens, 30mm, f2.8 asph., mirrorless micro four thirds, mega optical i.s., h-hs030 (usa black); shower speaker, elecstars® water resistant bluetooth waterproof speaker with wireless handsfree portable speakerphone, strong suction cup - best gift for women teens kids children girls boys (blue)",3,0.45,2.9,4.07,3.63
104506.jpg,us presidents pocket flash cards,5,0.3,0.7,6.4,3.2
118525.jpg,"germguardian gg1000 pluggable uv-c air sanitizer and odor reducer; acdelco 46d0061a advantage front upper suspension ball joint assembly; 6packs eyelashes - #46 (same factory & production line as red cherry); greenies grain free dental chews regular treats for dogs - 27 oz. 27 treats; htc 10 case, tudia slim-fit merge dual layer protective case for htc 10 (htc one m10) (metallic slate)",5,0.79,2.76,6.48,4.44
08520.jpg,"the mouse, the monster and me: assertiveness for young people; (6 pack) twinings cold brew tea, green tea with mint, 20 count bagged tea; infuser water bottle 24 oz - made with tritan bpa free - young & more n2589 - free recipe ebook download",3,0.6,2.95,8.83,5.17
10813.jpg,"set of 4 fiesta 10-1/2-inch dinner plate, white,; steve madden bkoltt shoulder hobo bag, black, one size; 100 x white heavyweight paper inner sleeves for 12"" vinyl record albums lps #12iw (inner sleeves)",3,2.1,3.57,13.1,11.17
100816.jpg,"easycare fountec algaecide and clarifier, 8 oz. bottle; bobonida hot sales mini invisible wireless bluetooth headphone, smallest pchero wireless earphones earbuds headset with mic for most bluetooth smartphones, perfect for using at work office (black)",4,0.32,1.0,3.5,2.0
103739.jpg,"(pack of 6) tiger balm patch, pain relieving patch, 4""x2.75"",  5-count packages; samsung fast charge qi wireless charging pad - us version - black",2,0.75,3.2,7.6,5.4
11701.jpg,black mountain products strength loop resistance exercise band (combo),1,1.6,6.4,7.7,7.0
109334.jpg,"waterpik ultra water flosser; snugpak responsepak travel bag, olive; brother printer tn720 toner cartridge; bell segment bike helmet - matte jimbo punker large",4,1.89,5.55,11.91,8.43
05312.jpg,"1 pack intex 18-pocket suntanner inflatable lounge, 74"" x 28"", (colors may vary),; spy optic breakaway adult dirt bike motorcycle goggles eyewear - black/clear with post / one size fits all",2,1.18,2.8,9.02,6.93
115317.jpg,"orgain organic nutritional shake, strawberries and cream, 11 fluid ounces, 12-count; 9 x 12"" white poly mailers (100 bags) - pm553; camping pot - kociołek",3,11.35,4.6,13.27,9.07
09018.jpg,"yaucono coffee can 10oz; rii k25a 4 in 1 multifunction portable 2.4ghz mini wireless fly mouse keyboard ,audio feature and ir infrared remote control with rechargable li-ion battery for pc,laptop,raspberry pi 2, macos,linux, htpc, iptv, google box, android box, smart tv ,xbmc,windows 2000 xp vista 7 8 10 (black); ne box nebox protect protective silicone case non-slip cover skin perfect fit easy install and pull fba stock (10 colors choose) (clear); maxbo wireless earphones s-502",4,0.32,1.92,6.06,4.98
03415.jpg,"evga 500 w1 80+, 500w continuous power, 3 year warranty power supply 100-w1-0500-kr; zebella black large travel duffel tote sports gym weekender shoulder bag handbag",4,3.0,2.35,14.3,8.7
113410.jpg,"gearwrench 9018 9/16-inch combination ratcheting wrench; chantal butter dish, indigo blue; qualihome drive-in closet door ball catch, with strike plate (chrome)",5,0.13,1.26,5.62,2.12
117900.jpg,no items,0,0.0,0.0,0.0,0.0
05938.jpg,"alice through the looking glass 11.5"" deluxe mad hatter collector doll",5,1.17,3.1,14.2,9.2
07905.jpg,mega bloks fast tracks racing rig,1,2.22,4.2,13.6,11.7
06617.jpg,"magnetic stick n stack accessory set, 100 pieces; want to lose weight fast? try pure forskolin extract diet pills! weight loss supplement - appetite suppressant burns belly fat.",3,2.18,2.5,7.33,5.23
116612.jpg,thymes thymes frasier fir hand lotion - 8.25 fl. oz.; dick clark's jukebox gems; seya professional makeup tool belt (black); play-doh town fire truck,4,0.65,2.2,9.57,6.22
102201.jpg,"dorcy 41-2514 floating waterproof led flashlight with carabineer clip, 55-lumens, blue finish",2,0.4,2.4,8.4,4.8
09448.jpg,"kashi home sp012547 55 x 84 inch lisa sheer panel - taupe, (1 panel); glw® 10w rechargeable led flood light cordless portable led work light with adapter car charger 1100lm",3,0.75,2.37,9.47,8.27
107453.jpg,disney figures snow globe peter pan tinker bell snowglobe disney b007ptc6kg; beyondtech 3m (9ft) lc-st 9/125 os1 duplex singlemode fiber patch cable; 1/2x28 (1/2-28) thread protector - black oxide - steel - brand new,4,0.26,0.9,5.12,4.4
10393.jpg,"asus (rt-ac68u) wireless-ac1900 dual-band gigabit router; horze equestrian avalanche pro 1200d lite weight turnout pdb 69""",2,1.57,5.81,14.02,8.61
05892.jpg,"red sea reef foundation test kit - calcium, alkalinity & magnesium; outdoor water bottle 32 ounce - leakproof - sturdy - lightweight - unbreakable - easy to carry - great for hiking - camping - traveling; jagwire oem braided universal housing kit for bicycle brake and shifter -4 colors (black silver)",4,1.16,2.67,7.75,5.72
114785.jpg,"helen ou@hainan specialty: chunguang coconut candy 250g*3/ 26.5oz;120g*3/12.7oz 250g/ 8.8oz for leisure snack (250); best latest stainless steel finished designed and decorated with 16 led bulbs gives ultra brightness - 8 ebooks bonus; 2 pack melonboat hair blow dryer holder, wall mount spiral blower stand with hook",3,0.68,3.73,7.97,5.67
03045.jpg,"2-pack wwe rumblers brock lesnar and john cena action figure,",1,0.15,1.5,5.8,2.5
113040.jpg,4 pack masione outdoor fake/ dummy security camera w/ blinking light cctv surveillance (silver); solong tattoo® complete starter tattoo kit 1 pro machine guns 14 inks power supply foot pedal needles grips tips tk102; star wars chess game,4,2.7,5.02,11.9,7.42
01078.jpg,probability and statistics for engineers and scientists,2,3.25,1.3,10.0,8.0
111587.jpg,"the bunny hop (sesame street) (big bird's favorites board books); kirkland signature fish oil concentrate with omega-3 fatty acids, 400 softgels, 1000mg; pack of 6 ice breakers mints (wintergreen, sugar free, 1.5-ounce containers, 2-count, )",4,1.17,2.3,6.92,5.27
06247.jpg,"set of 4 andux golf hybrid club head covers interchangeable no. tag mt/hy07 (black/orange); large microfiber travel towel with carrying bag & hanging loop, ideal for the beach, camping, hiking, hot yoga, crossfit & more, perfect quick dry towel, premium fabric absorbs sweat & water",4,0.68,3.12,10.17,5.05
116242.jpg,myler 02 western dee without hooks (5-inch); staph infection mrsa gel treatment cream ointment by steriweb 1oz tube first aid cuts scrapes burns,5,0.17,1.15,5.26,2.59
01582.jpg,"genuine honda parts 17220-rje-a00 air filter for honda ridgeline; scott tissue naturals moist cleansing cloths refill bags and tub, 391 count; maxeeze care premium disposable underpads moderate absorbency (chux) 23x36 bag of 20",3,2.55,3.87,10.4,6.47
102651.jpg,"hid xenon headlight conversion kit by kensun, 9006, 8000k - 2 year warranty; brady bmp21-plus handheld label printer with rubber bumpers, multi-line print, 6 to 40 point font; queen plus hair peruvian straight weave 7a unprocessed virgin human hair mixed length hair extensions 3 bundles with three part swiss lace closure (4*4) designed as you like(12 12 12 with 8 inch)",4,2.29,2.92,12.6,9.0
10669.jpg,"certified refurbished kindle paperwhite e-reader, 6"" high-resolution display (300 ppi) with built-in light, wi-fi - includes special offers; bluetooth headset, bluetooth 4.1 wireless stereo headphones earphones neckband with retractable and foldable design style earbuds with mic for ios and android cell phones",4,0.51,1.81,8.3,5.01
105194.jpg,"50s girl toddler costume size 2t-4t; amazonbasics fade-resistant cotton 6-piece towel set, acorn; magnetic dust barrier door hands-free doorway to control dust, temperature or airflow,auto closer fits doors up to 34"" x 82"" max",4,1.72,2.15,13.45,10.6
103943.jpg,tsa approved leak proof silicone 4 3-ounce bottle set travel size shampoo toiletries (blue),2,0.65,2.6,7.4,5.4
106612.jpg,life debt: aftermath (star wars) (star wars: the aftermath trilogy); lightning mcqueen crew headset for kids,4,1.2,1.22,9.4,6.82
08609.jpg,care bears cheer bear 12 inch plush; telescopic car and home cleaning duster brush by janazala including microfiber towel - for exterior or interior use - telescopic extendable handle. car cleaning kit for dust.,2,0.93,3.99,13.66,7.15
112201.jpg,"doggles dog harness dress, pink, teacup; audiovox sirius st5tk1r starmate plug and play with vehicle kit; nintendo dsi xl - midnight blue; iphone 6 plus case wallet, iorange-e&trade; pu leather protective flip book wallet case cover with magnetic snap, card holder, cash slot and kickstand feature for 5.5inch iphone 6 plus/6s plus, black",4,0.79,1.75,8.4,5.8
00239.jpg,"american flag 2 1/2 x 4 ft. nylon solarguard nyl-glo by annin flagmakers, 100% made in usa with sewn stripes, embroidered stars and banner-style pole sleeve.  model 21850",4,0.45,1.4,9.3,6.6
02204.jpg,"viper spoon sp1 beaded model spoon, gold; linentablecloth 70 x 120-inch rectangular polyester tablecloth white; tangdepot decorative handmade zebra-stripe / wavy line 100% cotton throw pillow covers /pillow shams, many colors and sizes - (26""x26"", navy); wood jigsaw puzzle, teenitor&reg; double sided magnetic drawing board wooden magnetic pattern blocks sets education imagination toys for kids over 3-year-old (style c)",5,1.19,1.06,12.91,8.19
120370.jpg,"a brief introduction to social work theory; parmenides and the way of truth; bajer design heavy duty washable pop open hamper; 12-pack firefly imports paper leopard print plastic bags, 5 by 8-inch, leopard,",4,0.5,1.46,9.58,6.56
117003.jpg,"farts in a can; easton hf vrs fastpitch batting glove, white/white, x-large; disney infinity: marvel super heroes hawkeye figure - 2.0 edition; l'oreal paris cosmetics colour riche eye shadow quads, french biscuit, 0.1 ounce",4,0.17,1.66,6.59,3.45
07006.jpg,fresh black tea instant perfecting mask travel size (.67oz/20ml); traffic jam birthday lunch napkins (32 count) & dessert napkins (32 count),2,0.19,1.3,5.4,4.7
103410.jpg,"insect lore ant life cycle stages; ovente acppa7050s double pasta attachment, angel hair (1mm) / lasagnette (12mm)",2,0.86,1.65,8.45,6.25
11428.jpg,"3/4 massaging gel insoles by envelop - best shoe inserts for running, hiking, & more - best insoles for men & women - gel insoles reduce foot pain - vive guarantee (men's 8-13)",1,0.35,1.5,12.0,3.7
08259.jpg,"master lock 7120d locking security bag, blue, 10-inch x 8-5/8-inch x 1-7/8-inch; who's riding on the bus? game; tyc 20-1934-00-1 ford right replacement head lamp",3,1.35,3.57,11.77,9.8
101587.jpg,"rsvp endurance stainless steel 3 inch conical strainer (1, 1 lb); 3drose mug_4621_3 german shepherd magic transforming mug, 11-ounce",3,0.33,2.57,7.13,3.57
11582.jpg,"1500 thread count queen bed sheet set, solid, deep pocket, single ply, white; tommy hilfiger sport multipurpose backpack,navy,one size",2,4.82,5.25,13.1,9.5
106242.jpg,"pack of 2 lifesavers pep o mint mints, 13 oz. bag,; mascotwear see my hood infant 18 month university of oklahoma sooners polyester fleece zip-up hooded onesie",2,0.96,1.55,10.55,8.7
03946.jpg,"nice production inp-101-o book stand (bookstand / bookstands / holder / cookbook / music); (pack of 8) kraft macaroni & cheese dinner, orginal, 14.5 ounce",2,4.92,4.7,12.5,8.4
113943.jpg,"6mm black chenille stems or pipe cleaners - 350pcs; luxury dallas jacquard panel with attached valance 120"" x 84"" + 18""",3,1.83,2.92,12.16,6.67
1091.jpg,"nsi industries j-30 power distribution, terminal block hardware options, 30 amp jumper (pack of 10); large republican elephant cookie cutter; zte lever lte case, [stylish series] z936l, z936c leather design wallet case stand function with wrist strap; dammit doll - stress head - maîtriser douteuse - black and grey royal suit, black hair - stress relief - gag gift",5,0.1,1.34,4.92,4.12
112651.jpg,mediabridge ultra series rca y-adapter (12 inches) - 1-male to 2-female for digital audio or subwoofer - (part# cya-1m2f-p ); vitacost bioavailable folate featuring quatrefolic -- 800 mcg - 60 vegetarian capsules; calico critters hopscotch grandparents toy; 10 pack battery club size 10 hearing aid battery ( s of 8 each),5,0.06,1.46,5.14,3.68
02654.jpg,oe replacement mitsubishi galant driver side mirror outside rear view (partslink number mi1320122); bug racer vehicle,2,2.27,5.7,14.5,10.55
115194.jpg,"play-doh fun factory deluxe set; oregon 22-505 heavy-duty professional magnum gatorline round string trimmer line .105-inch diameter 5-pound spool; ultragreen rose and flower fertilizer 5-8-4, 10 lb",3,6.7,4.83,12.83,9.4
00393.jpg,"blenderbottle sportmixer 28-ounce, black/red; magic balloons water balloons, colorfull water 111 balloons (item 1)",5,0.39,2.42,9.91,4.66
117453.jpg,nikon af-s fx nikkor 14-24mm f/2.8g ed zoom lens with auto focus for nikon dslr cameras,1,3.35,5.75,8.82,5.91
07456.jpg,no items,0,0.0,0.0,0.0,0.0
104785.jpg,"oakley industrial m frame 2.0 sunglasses, matte black/grey, one size",1,5.05,3.1,6.8,3.2
103040.jpg,dececos cute puppy motoring car decorative cotton linen blend throw pillow cover square pillow case cushion cover 18 x 18 inches; wd blue 3tb  desktop hard disk drive - 5400 rpm sata 6 gb/s 64mb cache 3.5 inch  - wd30ezrz,3,0.97,1.45,5.23,4.76
11078.jpg,life application study bible: new living translation,1,3.65,2.1,9.8,6.8
105897.jpg,"finum 100 tea filters, large, brown (2); organic aloe vera gel for face, body & hair - 100% pure & natural, certified organic and cold pressed - great for sunburns, dry and damaged skin, acne & razor bumps 8 oz",4,0.3,1.52,6.3,2.35
01994.jpg,set of 3 adorox coffee mug hanging wall art latte java mocha lightweight metal home decor coffeehouse cup caffeine (brown (1 set)),1,0.45,1.9,8.1,5.5
109158.jpg,"(pack of 3) chemical guys mic_506_03 professional grade premium microfiber towels, gold (16 in. x 16 in.); puzzlebug 100 ~ ducky truck",2,0.3,2.74,10.73,7.54
120235.jpg,saxx underwear men's vibe boxer modern fit arctic camo boxer briefs md; to pimp a butterfly - good.kid.m.a.a.d.city - kendrick lamar - 2 cd bundling,5,0.32,1.0,6.06,4.88
07143.jpg,"under the eagle: a tale of military adventure and reckless heroism with the roman legions; uxcell® ratio 2:1 2mm dia clear polyolefin heat shrinkable tube 8m 26.2ft; garden hose nozzle + 5'x1' hose rescue tape | 3/4"" inlet, made for high water pressure | heavy duty metal, industrial firemen's style. 3 rubber washers + 3 years full guarantee included. enjoy!",3,0.67,1.83,10.3,7.3
110683.jpg,"new directions: reading, writing, and critical thinking (cambridge academic writing collection); set of 2 fh group fb060beige102 beige deluxe 3d air mesh front seat cover, (airbag compatible); andoer carrying case box bag with twill artificial leather for gopro hero 4/3+ /3/2/1 camera and accessories with strap zipper black (l)",3,1.49,2.62,12.61,9.9
117146.jpg,"cultural strategy: using innovative ideologies to build breakthrough brands; wildkin horse dreams lunch box; mk collection solid pleated bed skirt (sage, california king)",3,0.94,2.55,10.44,7.69
104290.jpg,"1800 series egyptian collection 3 line microfiber 4 piece bed sheet set (king, black)",1,3.9,4.4,10.8,9.8
106757.jpg,"4 compartment ""roll n' go"" cosmetic/toiletry/jewelry bag; new step men's double layer thicken thermal underwear top & bottom set fleece lined (medium, dark gray); sports mouth guards from prodental (2 pack)- no bpa soft material, made in usa - customizable for comfort - fits any size mouth - athletic teeth mouth guards designed to provide maximum protection",3,0.67,1.93,11.23,7.43
101092.jpg,"fellowes powershred shredder bags for all personal models, 100 bags & ties (36052); forney 54300 welding ground clamp, 200-amp, brass; aqua sphere stationary swimmer ankle straps; bdc toy assortment stocking stuffers, 100 pieces",4,1.16,2.12,7.9,5.72
105878.jpg,"giant ducky inflatable ride-on; superfine molded graphite rod, 1""od x 12""l, each",4,1.89,2.2,12.75,3.97
118749.jpg,the loss of el dorado: a colonial history,1,0.75,1.0,7.9,5.2
05484.jpg,"babyliss pro bab2590 porcelain ceramic straightening iron with removable comb, 1.5 inch; d-link dcs-5010l pan & tilt wi-fi camera (black); rubbermaid fasten go sandwich kit, sea foam green",4,1.16,4.58,9.04,7.14
112344.jpg,"zelancio stainless steel garlic press / mincer / silicone tube roller / brush / peeler set; t-cellactive pro 310 units 90 capsules-nobel prize winning technology-anti-aging, cell dna repair, telomerase activation, telomere restoration-improves immune system, cognitive & sexual function, rejuvenates skin-all organic (astragalus component, no fillers); lg stylo 2 case, lk luxury pu leather wallet flip protective case cover with card slots & stand for lg stylo 2 (purple)",3,0.37,1.5,6.77,3.37
07513.jpg,"aveeno skin relief healing ointment advanced therapy, 3 ounce; sandisk extreme sdxc uhs-i/u3 sdsdxne-064g-gncin memory card, 64gb; yumbox leakproof bento lunch box container (bijoux purple) for kids",3,0.42,1.27,6.83,3.68
117516.jpg,"columbian co755 6x9-inch clasp brown kraft envelopes, 100 count; bravo view (inv-300c) 300 watt peak power inverter with dual usb charging; aquafree dry bag, 20l pink dry backpack 100% waterproof dry bag",4,1.44,2.85,13.1,6.02
109508.jpg,"pooh treasury vol02; lärabar gluten free fruit & nut food bar, chocolate chip cookie dough, 1.6 oz bars 16 count; a&r sports emoji print blade cover, medium",4,1.12,2.32,8.45,5.42
103105.jpg,"dewalt dw22812 1/2-inch 10-piece impact ready socket set; 100-pack scotch thermal laminating pouches, 8.9 x 11.4-inches, 3 mil thick, (tp3854-100); fisher-price octonauts tweak, kwazi and slime eel squirter pack",4,2.85,1.72,11.1,8.9
101138.jpg,"sour patch soft & chewy candy watermelon, 30.4-ounces(1.9 lbs); funny guy mugs world's okayest sister ceramic coffee mug, white, 11-ounce; adidas sport response by monster - earbuds - grey",5,1.32,2.42,6.79,4.89
